# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  PF00847.AP2.hmm
# target sequence database:        NIPGR-Plants/Nelumbo_nucifera/protein.faa
# per-dom hits tabular output:     NIPGR_WORK/Nelumbo_nucifera/Nelumbo_nucifera_AP2.domtblout
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       AP2  [M=54]
Accession:   PF00847.25
Description: AP2 domain
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence       Description
  XP_010254563.1 336 YRGVTRHHQQGRWQARIG--RVAGNKDLYLGTFGTeEEAAEAYDIAAIKFRG 385
                     9***************73..33335***********************9986 PP

>> XP_019055718.1  PREDICTED: AP2-like ethylene-responsive transcription factor AIL6 isoform X2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   31.7   4.5   1.1e-09     3e-07       3      53 ..     224     278 ..     222     279 .. 0.84
   2 !   40.8   0.4   1.6e-12   4.2e-10       3      53 ..     323     372 ..     321     372 .. 0.88

  Alignments for each domain:
  == domain 1  score: 31.7 bits;  conditional E-value: 1.1e-09
             AP2   3 irGVrydkkwgrWvAe.wsengkrkk..krfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+ w ++++r    +  + g y+  e+Aara+++a+lk++g
  XP_019055718.1 224 YRGVTRHRWTGRYEAHlWDNSCRREGqtRKGRQGGYDReEKAARAYDLAALKYWG 278
                     9****************977554444666666777******************98 PP

  == domain 2  score: 40.8 bits;  conditional E-value: 1.6e-12
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV+++  +grW A+    ++ + k  +lg++gt eeAa+a++ a+ k +g
  XP_019055718.1 323 YRGVTRHHQQGRWQARIG--RVAGNKDLYLGTFGTeEEAAEAYDIAAIKFRG 372
                     9***************73..33335***********************9986 PP

>> XP_010268478.1  PREDICTED: AP2-like ethylene-responsive transcription factor At1g16060 isoform X2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   29.3   4.2     6e-09   1.6e-06       3      53 ..     140     194 ..     138     195 .. 0.83
   2 !   43.3   2.2   2.5e-13   6.8e-11       1      53 [.     237     288 ..     237     289 .. 0.89

  Alignments for each domain:
  == domain 1  score: 29.3 bits;  conditional E-value: 6e-09
             AP2   3 irGVrydkkwgrWvAe......wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGV++++++gr++A+      w+e   ++ k  + g y+  e Aa+a+++a+lk++g
  XP_010268478.1 140 FRGVTRHRWTGRYEAHlwdkncWNE---SQNKKGRQGAYNEeEAAAHAYDLAALKYWG 194
                     8****************44444433...3347788899******************98 PP

  == domain 2  score: 43.3 bits;  conditional E-value: 2.5e-13
             AP2   1 pkirGVrydkkwgrWvAewsengkrkk..krfslgkygt.eeAaraAiearlkleg 53 
                     +k+rGV ++ + grW+A+    g r +  k+ +lg+y t eeAa a+++a+ +++g
  XP_010268478.1 237 SKYRGVARHHHNGRWEARI---G-RVYgnKYLYLGTYATqEEAAIAYDMAAIEYRG 288
                     69****************7...3.22333*************************98 PP

>> XP_010258783.1  PREDICTED: ethylene-responsive transcription factor 5 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   60.8   2.5   9.3e-19   2.5e-16       2      54 .]     201     252 ..     200     252 .. 0.93

  Alignments for each domain:
  == domain 1  score: 60.8 bits;  conditional E-value: 9.3e-19
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlklegs 54 
                     ++rGVr+++ wg+++Ae ++ n  r+ +r++lg+++t  eAara+++a++k++gs
  XP_010258783.1 201 HYRGVRQRP-WGKFAAEIRDpN--RRGSRVWLGTFDTaIEAARAYDRAAFKMRGS 252
                     8********.*******88855..688**************************95 PP

>> XP_010260390.1  PREDICTED: pathogenesis-related genes transcriptional activator PTI5-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   61.1   3.4     7e-19   1.9e-16       2      53 ..      64     114 ..      63     115 .. 0.94

  Alignments for each domain:
  == domain 1  score: 61.1 bits;  conditional E-value: 7e-19
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+++Ae +++  r+ +r++lg+++t eeAa+a+++a+++++g
  XP_010260390.1  64 HYRGVRRRP-WGKFAAEIRDSS-RHGARVWLGTFDTaEEAALAYDRAAFRMRG 114
                     8********.*******99966.788*************************98 PP

>> XP_010255545.1  PREDICTED: dehydration-responsive element-binding protein 1B-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   60.9   0.3   8.6e-19   2.3e-16       1      53 [.      61     111 ..      61     112 .. 0.94

  Alignments for each domain:
  == domain 1  score: 60.9 bits;  conditional E-value: 8.6e-19
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     p++rGVr++  ++rWv+e +e n+   k+r++lg++ t e+Aara++ a+l+l+g
  XP_010255545.1  61 PVYRGVRRRN-SNRWVCEVREpNK---KSRIWLGTFPTaEMAARAHDVAALALRG 111
                     79********.9******999665...9*************************98 PP

>> XP_010275423.1  PREDICTED: ethylene-responsive transcription factor ERF105-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   59.8   2.7   1.8e-18   4.8e-16       2      53 ..     180     230 ..     179     231 .. 0.93

  Alignments for each domain:
  == domain 1  score: 59.8 bits;  conditional E-value: 1.8e-18
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+++Ae ++ n  r+ +r++lg+++t  eAara+++a++k++g
  XP_010275423.1 180 HYRGVRQRP-WGKFAAEIRDpN--RRGSRVWLGTFDTaVEAARAYDRAAFKMRG 230
                     8********.*******88855..688*************************98 PP

>> XP_010279206.1  PREDICTED: pathogenesis-related genes transcriptional activator PTI5-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   59.5   3.6   2.2e-18     6e-16       2      53 ..      70     120 ..      69     121 .. 0.94

  Alignments for each domain:
  == domain 1  score: 59.5 bits;  conditional E-value: 2.2e-18
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+++Ae +++  r+ +r++lg+++t eeAa+a+++a+++++g
  XP_010279206.1  70 HYRGVRRRP-WGKFAAEIRDSS-RHGARVWLGTFNTaEEAALAYDKAAFRMRG 120
                     8********.*******99966.788*************************98 PP

>> XP_010278524.1  PREDICTED: dehydration-responsive element-binding protein 1D-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   59.8   0.3   1.8e-18   4.8e-16       1      53 [.      66     116 ..      66     117 .. 0.94

  Alignments for each domain:
  == domain 1  score: 59.8 bits;  conditional E-value: 1.8e-18
             AP2   1 pkirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     p++rGVr++  +++Wv+e +e n+   k+r++lg++ t e+Aara++ a+l+l+g
  XP_010278524.1  66 PVYRGVRRRN-SNKWVCEVREpNK---KSRIWLGTFPTaEMAARAHDVAALALRG 116
                     79********.9******999665...9*************************98 PP

>> XP_010260392.1  PREDICTED: ethylene-responsive transcription factor ERF091 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 ?   -0.2   0.0        10   2.7e+03      10      23 ..      63      82 ..      61      84 .. 0.73
   2 !   57.3   1.4   1.2e-17   3.1e-15       2      53 ..     119     169 ..     118     170 .. 0.94

  Alignments for each domain:
  == domain 1  score: -0.2 bits;  conditional E-value: 10
             AP2 10 kkwgrWvAe....wse..ng 23
                    ++ grWv+     w e  ng
  XP_010260392.1 63 PSLGRWVSMgaetWEEllNG 82
                    6789***8777777665555 PP

  == domain 2  score: 57.3 bits;  conditional E-value: 1.2e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr ++ wgr++Ae +++  rk  r++lg+++t eeAa+a+++a+l+++g
  XP_010260392.1 119 HFRGVRKRP-WGRYAAEIRDSS-RKGVRVWLGTFDTaEEAALAYDKAALRMRG 169
                     79*******.*******99966.888*************************98 PP

>> XP_010269994.1  PREDICTED: ethylene-responsive transcription factor ERF109-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   58.6   4.7   4.4e-18   1.2e-15       2      53 ..     114     163 ..     113     164 .. 0.91

  Alignments for each domain:
  == domain 1  score: 58.6 bits;  conditional E-value: 4.4e-18
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+W+Ae ++   r+ +r++lg+++t eeAara+++a+ + +g
  XP_010269994.1 114 NYRGVRQRP-WGKWAAEIRDP--RRAARVWLGTFDTaEEAARAYDKAAIEFRG 163
                     79*******.*******8762..568***********************9998 PP

>> XP_010266557.1  PREDICTED: ethylene-responsive transcription factor ERF023-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   58.6   1.3   4.5e-18   1.2e-15       1      54 []      35      86 ..      35      86 .. 0.93

  Alignments for each domain:
  == domain 1  score: 58.6 bits;  conditional E-value: 4.5e-18
             AP2  1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlklegs 54
                    p++rGVr ++ wg+Wv+e +e   rkk+r++lg + t e+Aara++ a+++l+g+
  XP_010266557.1 35 PVYRGVRKRR-WGKWVSEIRE--PRKKSRIWLGSFPTpEMAARAYDVAAYCLRGH 86
                    79********.*******876..3579**************************96 PP

>> XP_010249578.1  PREDICTED: dehydration-responsive element-binding protein 3-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.5   0.1   9.7e-18   2.6e-15       1      53 [.      55     105 ..      55     106 .. 0.92

  Alignments for each domain:
  == domain 1  score: 57.5 bits;  conditional E-value: 9.7e-18
             AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     p++rGVr +  wg+Wv+e +e   rkk+r++lg++ t e+Aara++ a+l++ g
  XP_010249578.1  55 PVYRGVRMRN-WGKWVSEIRE--PRKKSRIWLGTFPTpEMAARAHDVAALSIKG 105
                     79********.*******876..3579***********************9988 PP

>> XP_010254012.1  PREDICTED: ethylene-responsive transcription factor TINY-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.4   0.1     1e-17   2.7e-15       1      53 [.      55     105 ..      55     106 .. 0.92

  Alignments for each domain:
  == domain 1  score: 57.4 bits;  conditional E-value: 1e-17
             AP2   1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     p++rGVr +  wg+Wv+e +e   rkk+r++lg++ t e+Aara++ a+l++ g
  XP_010254012.1  55 PVYRGVRMRN-WGKWVSEIRE--PRKKSRIWLGTFPTpEMAARAHDVAALSIKG 105
                     79********.*******876..3579***********************9988 PP

>> XP_010265708.1  PREDICTED: ethylene-responsive transcription factor ERF084-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.1   3.6   1.3e-17   3.4e-15       2      53 ..     129     178 ..     128     179 .. 0.92

  Alignments for each domain:
  == domain 1  score: 57.1 bits;  conditional E-value: 1.3e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr ++ wgrW Ae +++   +++r +lg+++t eeAara+++a+++l+g
  XP_010265708.1 129 SFRGVRKRP-WGRWSAEIRDR--IGRCRLWLGTFDTaEEAARAYDAAARRLRG 178
                     58*******.*******9874..579*************************98 PP

>> XP_010260299.1  PREDICTED: ethylene-responsive transcription factor 4-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.6   2.6   9.1e-18   2.4e-15       2      53 ..      27      76 ..      26      77 .. 0.93

  Alignments for each domain:
  == domain 1  score: 57.6 bits;  conditional E-value: 9.1e-18
             AP2  2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wgr++Ae ++ g  kk+r++lg+++t eeAara+++a+++ +g
  XP_010260299.1 27 HFRGVRKRP-WGRYAAEIRDPG--KKSRVWLGTFDTaEEAARAYDAAAREFRG 76
                    79*******.*******99956..79************************998 PP

>> XP_010272364.1  PREDICTED: ethylene-responsive transcription factor 4-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.5   2.6   9.5e-18   2.5e-15       2      53 ..      28      77 ..      27      78 .. 0.93

  Alignments for each domain:
  == domain 1  score: 57.5 bits;  conditional E-value: 9.5e-18
             AP2  2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wgr++Ae ++ g  kk+r++lg+++t eeAara+++a+++ +g
  XP_010272364.1 28 HFRGVRKRP-WGRYAAEIRDPG--KKSRVWLGTFDTaEEAARAYDAAAREFRG 77
                    79*******.*******99956..79************************998 PP

>> XP_010264429.1  PREDICTED: ethylene-responsive transcription factor ERF039-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   56.6   0.1   1.9e-17   5.1e-15       1      53 [.      40      90 ..      40      91 .. 0.92

  Alignments for each domain:
  == domain 1  score: 56.6 bits;  conditional E-value: 1.9e-17
             AP2  1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    p +rGVr +  wg+Wv+e +e   rkk+r++lg++ t e+Aara++ a+l++ g
  XP_010264429.1 40 PSYRGVRIRN-WGKWVSEIRE--PRKKSRIWLGTFPTpEMAARAHDVAALAIKG 90
                    68********.*******876..3579************************988 PP

>> XP_010257031.1  PREDICTED: dehydration-responsive element-binding protein 2C-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   56.7   2.1   1.8e-17   4.7e-15       2      53 ..      71     120 ..      70     121 .. 0.92

  Alignments for each domain:
  == domain 1  score: 56.7 bits;  conditional E-value: 1.8e-17
             AP2   2 kirGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr++  wg+WvAe +e n   + +r +lg++ t  eAara++ea+++++g
  XP_010257031.1  71 NYRGVRQRT-WGKWVAEIREpN---RGSRLWLGTFATaLEAARAYDEAARAMYG 120
                     7********.*******99974...46*************************98 PP

>> XP_010267583.1  PREDICTED: ethylene-responsive transcription factor ERF023-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.4   1.2   1.1e-17   2.9e-15       1      54 []      36      87 ..      36      87 .. 0.93

  Alignments for each domain:
  == domain 1  score: 57.4 bits;  conditional E-value: 1.1e-17
             AP2  1 pkirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlklegs 54
                    p++rGVr ++ wg+Wv+e +e   rkk+r++lg + t e+Aara++ a+++l g+
  XP_010267583.1 36 PVYRGVRKRR-WGKWVSEIRE--PRKKSRIWLGSFPTpEMAARAYDVAAYCLKGH 87
                    79********.*******876..3579************************9986 PP

>> XP_010278126.1  PREDICTED: ethylene-responsive transcription factor 9-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   57.3   1.8   1.1e-17   2.9e-15       1      53 [.      29      79 ..      29      80 .. 0.92

  Alignments for each domain:
  == domain 1  score: 57.3 bits;  conditional E-value: 1.1e-17
             AP2  1 pkirGVrydkkwgrWvAe....wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    +++rGVr ++ wgr++Ae    w      kk+r +lg+++t eeAara++ea+++l+g
  XP_010278126.1 29 THFRGVRKRP-WGRFAAEirdpW------KKTRKWLGTFDTaEEAARAYDEAARNLRG 79
                    689*******.*******77766......489************************98 PP

>> XP_010262303.1  PREDICTED: ethylene-responsive transcription factor ERF098-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   56.8   2.7   1.6e-17   4.3e-15       2      53 ..      22      72 ..      21      73 .. 0.93

  Alignments for each domain:
  == domain 1  score: 56.8 bits;  conditional E-value: 1.6e-17
             AP2  2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53
                    ++rGVr ++ wg+++Ae +++  r+ +r +lg+++t eeAara+++a+++++g
  XP_010262303.1 22 RHRGVRKRP-WGKFAAEIRDS-TRHGARLWLGTFNTaEEAARAYDRAAYAMRG 72
                    68*******.*******9885.4888*************************98 PP

>> XP_010261262.1  PREDICTED: ethylene-responsive transcription factor RAP2-4-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   56.0   1.7   2.9e-17   7.7e-15       2      53 ..     207     256 ..     206     257 .. 0.91

  Alignments for each domain:
  == domain 1  score: 56.0 bits;  conditional E-value: 2.9e-17
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr++  wg+WvAe   +  ++   ++r +lg+++t eeAa+a+++a++kl+g
  XP_010261262.1 207 LYRGVRQRH-WGKWVAEirlP--KN---RTRLWLGTFDTaEEAALAYDKAAYKLRG 256
                     59*******.*******7666..34...7*************************98 PP

>> XP_010264388.1  PREDICTED: ethylene-responsive transcription factor ERF039 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.4   0.1   4.4e-17   1.2e-14       2      53 ..      96     145 ..      95     146 .. 0.91

  Alignments for each domain:
  == domain 1  score: 55.4 bits;  conditional E-value: 4.4e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr +  wg+Wv+e +e   rkk+r++lg++ t e+Aara++ a+l++ g
  XP_010264388.1  96 TYRGVRMRN-WGKWVSEIRE--PRKKSRIWLGTFPTpEMAARAHDVAALTIKG 145
                     69*******.*******876..3579***********************9988 PP

>> XP_010245720.1  PREDICTED: ethylene-responsive transcription factor ERF021 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.7   1.1   3.5e-17   9.2e-15       2      53 ..      67     116 ..      66     117 .. 0.94

  Alignments for each domain:
  == domain 1  score: 55.7 bits;  conditional E-value: 3.5e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr++k wg+Wv+e +e g  kk+r++lg + t e+Aa a++ a+l+l+g
  XP_010245720.1  67 NYRGVRRRK-WGKWVSEIREPG--KKTRIWLGSFETpEMAATAYDVAALQLRG 116
                     69*******.*******99966..79*************************98 PP

>> XP_010259468.1  PREDICTED: ethylene-responsive transcription factor RAP2-3-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   56.4   2.5   2.1e-17   5.6e-15       3      54 .]      93     142 ..      91     142 .. 0.91

  Alignments for each domain:
  == domain 1  score: 56.4 bits;  conditional E-value: 2.1e-17
             AP2   3 irGVrydkkwgrWvAewse.ngkrkkkrfslgkygt.eeAaraAiearlklegs 54 
                     +rG+r+++ wg+W+Ae ++ +   k  r++lg+y+t eeAa+a+++a+++++g+
  XP_010259468.1  93 YRGIRQRP-WGKWAAEIRDpR---KGVRVWLGTYNTaEEAAMAYDQAAKRIRGN 142
                     9*******.*******87642...57*************************995 PP

>> XP_010262305.1  PREDICTED: ethylene-responsive transcription factor 1B-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   56.2   1.1   2.5e-17   6.7e-15       2      54 .]      98     149 ..      97     149 .. 0.93

  Alignments for each domain:
  == domain 1  score: 56.2 bits;  conditional E-value: 2.5e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlklegs 54 
                      +rGVr+++ wg+++Ae +++  r+  r++lg++++ e Aa+a+++a+++++gs
  XP_010262305.1  98 SYRGVRRRP-WGKFAAEIRDS-TRHGIRVWLGTFDSaEAAALAYDQAAFSMRGS 149
                     69*******.*******9885.4888*************************995 PP

>> XP_010244800.1  PREDICTED: ethylene-responsive transcription factor ERF084 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.5   4.6     4e-17   1.1e-14       3      53 ..     139     187 ..     137     188 .. 0.93

  Alignments for each domain:
  == domain 1  score: 55.5 bits;  conditional E-value: 4e-17
             AP2   3 irGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     +rGVr ++ wgrW Ae +++   +++r +lg+++t eeAara+++a+++l+g
  XP_010244800.1 139 FRGVRKRP-WGRWSAEIRDR--IGRCRHWLGTFDTaEEAARAYDAAARRLRG 187
                     8*******.*******9874..579*************************98 PP

>> XP_010269215.1  PREDICTED: ethylene-responsive transcription factor RAP2-4 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   56.1   1.7   2.7e-17   7.1e-15       2      53 ..     182     231 ..     181     232 .. 0.91

  Alignments for each domain:
  == domain 1  score: 56.1 bits;  conditional E-value: 2.7e-17
             AP2   2 kirGVrydkkwgrWvAe...wsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                      +rGVr++  wg+WvAe   +  ++   ++r +lg+++t eeAa+a+++a++kl+g
  XP_010269215.1 182 LYRGVRQRH-WGKWVAEirlP--KN---RTRLWLGTFDTaEEAALAYDKAAYKLRG 231
                     59*******.*******7666..34...7*************************98 PP

>> XP_010263553.1  PREDICTED: ethylene-responsive transcription factor ERF109-like [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.1   4.6   5.5e-17   1.5e-14       2      53 ..     110     159 ..     109     160 .. 0.90

  Alignments for each domain:
  == domain 1  score: 55.1 bits;  conditional E-value: 5.5e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+W+Ae ++   r+ +r++lg+++t eeAara+++a+   +g
  XP_010263553.1 110 NYRGVRQRP-WGKWAAEIRDP--RRAARVWLGTFNTaEEAARAYDKAAIDFRG 159
                     79*******.*******8762..568**********************98776 PP

>> XP_010250515.1  PREDICTED: ethylene-responsive transcription factor ERF113 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   55.2   2.4   5.2e-17   1.4e-14       2      53 ..      53     102 ..      52     103 .. 0.91

  Alignments for each domain:
  == domain 1  score: 55.2 bits;  conditional E-value: 5.2e-17
             AP2   2 kirGVrydkkwgrWvAewsengkrkkkrfslgkygt.eeAaraAiearlkleg 53 
                     ++rGVr+++ wg+W+Ae ++   +k +r++lg+++t e+Aa a+++a+lk  g
  XP_010250515.1  53 HYRGVRQRP-WGKWAAEIRDP--KKAARVWLGTFDTaEDAAVAYDQAALKFKG 102
                     8********.*******8773..367***********************9876 PP

>> XP_010246271.1  PREDICTED: ethylene-responsive transcription factor ERF110-like isoform X2 [Nelumbo nucifera]
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
